Molecule Name,SMILES,LogD,KSOL,HLM CLint,MLM CLint,Caco-2 Permeability Papp A>B,Caco-2 Permeability Efflux,MPPB,MBPB,MGMB,LogD modifier,KSOL modifier,HLM CLint modifier,MLM CLint modifier,Caco-2 Permeability Papp A>B modifier,Caco-2 Permeability Efflux modifier,MPPB modifier,MBPB modifier,MGMB modifier,INCHIKEY
E-0003046,CN(C)C1CCN(c2ccc3nc(-c4ccc(-c5nc6ccc(N7CCC(N(C)C)CC7)cc6[nH]5)cc4)[nH]c3c2)CC1,,,8.8,38.0,,,,,,,,=,<,,,,,,YYTPJCOZHRSISX-UHFFFAOYSA-N
E-0003079,CN(C)CCCOc1ccc2nc(-c3cccc4nc(-c5ccncc5)[nH]c34)[nH]c2c1,,,7.4,342.0,,,,,,,,=,=,,,,,,RRHNQLJYXKPHGC-UHFFFAOYSA-N
E-0003089,CN(C)CCCOc1ccc(-c2nc3cc(-c4ccc5[nH]c(N)nc5c4)ccc3[nH]2)cc1,,,14.2,82.8,,,,,,,,=,=,,,,,,URCHQGCJRAKGNE-UHFFFAOYSA-N
E-0003090,CN(C)CCCOc1ccc(-c2nc3cc(-c4ccc5[nH]cnc5c4)ccc3[nH]2)cc1,,,18.9,336.0,,,,,,,,=,=,,,,,,MPGDQWACTPETQI-UHFFFAOYSA-N
E-0010021,CN(C)Cc1ccc(CNC(=O)Nc2ccc3nnsc3c2)cc1,,,9.9,180.0,,,,,,,,=,=,,,,,,FVTIOFJBBVRGRG-UHFFFAOYSA-N
E-0010022,CN(C)CCOc1ccc(CNC(=O)Nc2ccc3nnsc3c2)cc1,,,15.6,250.1,,,,,,,,=,=,,,,,,VHRBVJCMWVJVOG-UHFFFAOYSA-N
E-0010024,CC(NC(=O)Nc1ccc2nnsc2c1)c1cnn(C)c1,,,8.6,36.0,,,,,,,,<,=,,,,,,GDRWSXDIFRSDFP-UHFFFAOYSA-N
E-0010025,O=C(NCc1cn[nH]c1)Nc1ccc2nnsc2c1,,,9.3,2044.5,,,,,,,,=,=,,,,,,LDGWOCHWPYOCJQ-UHFFFAOYSA-N
E-0010026,O=C(NCc1ccc(CO)o1)Nc1ccc2nnsc2c1,,,8.6,38.0,,,,,,,,<,<,,,,,,QCAOFOCJIDKDBR-UHFFFAOYSA-N
E-0010059,CN1CCC(C(=O)NCc2cccc(CNC(=O)Nc3ccc4nnsc4c3)c2)CC1,,,9.1,54.8,,,,,,,,=,=,,,,,,KZVZYWCARIQGQY-UHFFFAOYSA-N
E-0010060,O=C(NCc1cccc(CNC(=O)c2nc3ccccc3[nH]2)c1)Nc1ccc2nnsc2c1,,,54.4,658.3,,,,,,,,=,=,,,,,,PQOPCMMLFSBNTO-UHFFFAOYSA-N
E-0010061,CNCC(=O)NCc1cccc(CNC(=O)Nc2ccc3nnsc3c2)c1,,,8.6,38.0,,,,,,,,<,<,,,,,,WSKNVCHOGLWIHD-UHFFFAOYSA-N
E-0010062,CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3ncccc3c2)cc1,,,8.6,39.4,,,,,,,,<,=,,,,,,FSYLCXHYNKDZNZ-UHFFFAOYSA-N
E-0010066,CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3ncsc3c2)cc1,,,8.6,69.1,,,,,,,,<,=,,,,,,XFFSMTYGFINLEU-UHFFFAOYSA-N
E-0010071,COc1ccc2nc(-c3ccc(-c4nc5ccc(OCCCNC(=N)N(C)C)cc5[nH]4)cc3)[nH]c2c1,,,173.4,96.7,,,,,,,,=,=,,,,,,WGMDQXMJHWLZTP-UHFFFAOYSA-N
E-0010095,CN(C)C(=N)NCCCOc1ccc2nc(-c3ccc(-c4nc5ccc(O)cc5[nH]4)cc3)[nH]c2c1,,,8.6,38.0,,,,,,,,<,<,,,,,,IYQDEGXBBHLFLX-UHFFFAOYSA-N
E-0010120,CN(C)CCCOc1ccc(CNC(=O)Nc2ccc3cnccc3c2)cc1,,,15.8,675.8,,,,,,,,=,=,,,,,,MZQMKKZELGUUOU-UHFFFAOYSA-N
E-0010121,NCc1cccc(CNC(=O)Nc2ccc3ncccc3c2)c1,,,123.2,439.0,,,,,,,,=,=,,,,,,LPLSVZPAWJOCEA-UHFFFAOYSA-N
E-0010138,COc1ccc2c(c1)c1cc3c(C(=O)N[C@H](C)CN(C)C)nccc3c(C)c1n2C,,,,4085.9,,,,,,,,,=,,,,,,WBVIUTLSHBDZAE-CQSZACIVSA-N
E-0010347,Cc1c2ccncc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,,121.0,,418.1,,,5.2,,,,=,,=,,,=,,,CRWYSGCPTCDGCX-UHFFFAOYSA-N
E-0010358,Cc1c2ccncc2cc2c3cc(OCCCN4CCOCC4)ccc3n(C)c12,,,10.7,517.0,,,,,,,,=,=,,,,,,HUCIYQLMVLPNIG-UHFFFAOYSA-N
E-0010360,Cc1c2ccncc2cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,,,,273.8,,,,,,,,,=,,,,,,ARCLHUKLAAWOIE-UHFFFAOYSA-N
E-0010361,CCN(CC)CCCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,,,243.6,,,,,,,,,=,,,,,,KSDKFAKRLXIECE-UHFFFAOYSA-N
E-0010362,Cc1c2ccncc2cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,,,10.7,685.0,,,,,,,,=,=,,,,,,SYEYWSCEDITGAC-UHFFFAOYSA-N
E-0010455,Cc1c2ccncc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,,,46.2,399.0,,,,,,,,=,=,,,,,,VODFSJCYWYARKS-UHFFFAOYSA-N
E-0010457,Cc1c2ccncc2cc2c3cc(C(=O)NCCN(C)C)ccc3n(C)c12,,,,325.0,,,,,,,,,=,,,,,,SJKREWCGLJBSAW-UHFFFAOYSA-N
E-0010464,COc1ccc2c(c1)c1cc(C(=O)NCCCN(C)C)nc(C)c1n2C,,182.0,,481.7,,,23.7,,,,=,,=,,,=,,,QTLLHXIGXGSTNT-UHFFFAOYSA-N
E-0010481,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCCN(C)C)ccc3n(C)c12,,203.0,,275.1,,,62.1,,,,=,,=,,,=,,,KCUFTYNLOSLHKP-UHFFFAOYSA-N
E-0010482,Cc1nc(C(=O)NCCN(C)C)cc2c3cc(OCCCN(C)C)ccc3n(C)c12,,224.0,8.6,216.7,,,37.0,,,,=,<,=,,,=,,,LRVHZTAZLMYEKU-UHFFFAOYSA-N
E-0010495,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,,,8.6,233.0,,,,,,,,<,=,,,,,,BNYNYAHPMCIELX-UHFFFAOYSA-N
E-0010519,CN(C)CCCNC(=O)c1cc2c3cc(OCCCN(C)C)ccc3n(C)c2cn1,,180.0,8.6,128.9,,,43.9,,,,=,<,=,,,=,,,YTJNHJASHBDORE-UHFFFAOYSA-N
E-0010520,CN(C)CCCOc1ccc2c(c1)c1cc(C(=O)NCCN(C)C)ncc1n2C,,194.0,,41.2,,,74.1,,,,=,,=,,,=,,,FHCHOIXLUJZBHX-UHFFFAOYSA-N
E-0010559,CNC(=O)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,12.5,48.9,737.5,,,1.4,,,,=,=,=,,,=,,,RNPWALZBICWFTG-UHFFFAOYSA-N
E-0010561,COc1ccc2c(c1)c1cc3c(C(=O)NCCN(C)C)nccc3c(C)c1n2C,,157.0,,3325.1,,,3.6,,,,=,,=,,,=,,,RSKLKXULBJOANY-UHFFFAOYSA-N
E-0010562,Cc1c2ccncc2cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,,140.0,12.6,297.7,,,3.4,,,,=,=,=,,,=,,,AHGLJDLDQNUHIQ-UHFFFAOYSA-N
E-0010567,Cc1c2ccncc2cc2c3cc(OCCN)ccc3n(C)c12,,156.0,13.6,144.2,,,2.9,,,,=,=,=,,,=,,,JRCOKRYFHGGLFE-UHFFFAOYSA-N
E-0010568,COc1ccc2c(c1)c1cc3c(C(=O)NCCCN(C)C)nccc3c(C)c1n2C,,,8.6,1426.9,,,,,,,,<,=,,,,,,JRDGAKCFHLHYET-UHFFFAOYSA-N
E-0010569,Cc1c2ccncc2cc2c3cc(OCCN4CCN(C)CC4)ccc3n(C)c12,,237.0,17.6,266.8,,,2.4,,,,=,=,=,,,=,,,CXMUOSSEOLEKAV-UHFFFAOYSA-N
E-0010578,CCN(CC)CCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,245.0,12.7,237.5,,,3.1,,,,=,=,=,,,=,,,ULHNVLFLBKDOGR-UHFFFAOYSA-N
E-0010584,COc1ccc2c(c1)c1cc3ccncc3c(C)c1n2C,,1.56,90.7,1456.8,,,0.8,,,,<,=,=,,,=,,,JHLNPYDMZQGEQH-UHFFFAOYSA-N
E-0010596,Cc1c2ccncc2cc2c3ccc(OCC4=NCCN4)cc3n(C)c12,,,,611.9,,,,,,,,,=,,,,,,IHLRVIHONMSHHQ-UHFFFAOYSA-N
E-0010600,COc1ccc2oc3c(C)c4ccncc4cc3c2c1,,1.56,112.1,273.4,,,0.6,,,,<,=,=,,,=,,,NXBXSTINAJINGK-UHFFFAOYSA-N
E-0010604,Cc1c2ccncc2cc2c3cc(OC[C@H]4CCCN4)ccc3n(C)c12,,174.0,,211.2,,,3.7,,,,=,,=,,,=,,,SVJJMGZYYYIEIN-MRXNPFEDSA-N
E-0010607,Cc1c2ccncc2cc2c3c(OCC4=NCCN4)cccc3n(C)c12,,,18.7,578.9,,,,,,,,=,=,,,,,,HWUQJQGTYYWOTM-UHFFFAOYSA-N
E-0010611,Cc1c2ccncc2cc2c3cc(OC[C@@H]4CCCN4)ccc3n(C)c12,,227.0,8.6,228.2,,,1.8,,,,=,<,=,,,=,,,SVJJMGZYYYIEIN-INIZCTEOSA-N
E-0010625,Cc1c2ccncc2cc2c3cc(OCC(=O)N(C)C)ccc3n(C)c12,,7.73,65.7,867.9,,,1.7,,,,=,=,=,,,=,,,WHPPYWVLTFEABB-UHFFFAOYSA-N
E-0010627,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,,150.0,,498.1,,,47.1,,,,=,,=,,,=,,,YWECKZZXVCHJJZ-UHFFFAOYSA-N
E-0010628,Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,,,,56.6,,,,,,,,,=,,,,,,AGBCCBJDQWWFEF-UHFFFAOYSA-N
E-0010647,CN(C)CCCNc1nc(Nc2ccncc2)nc2ccccc12,1.5,,,,4.16,1.92,,,,=,,,,=,=,,,,SDEKDSQIEKPVPH-UHFFFAOYSA-N
E-0010656,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3c(C)c21,,202.0,8.6,485.1,,,1.4,,,,=,<,=,,,=,,,HBKULWKMEDVQJW-UHFFFAOYSA-N
E-0010660,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4C)ccc3n(C)c12,,74.7,,244.4,,,5.6,,,,=,,=,,,=,,,DQTJEZQXCLGHAV-UHFFFAOYSA-N
E-0010662,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3cc21,,208.0,29.0,1364.9,,,1.8,,,,=,=,=,,,=,,,PJJGOQUBHGAHMP-UHFFFAOYSA-N
E-0010676,Cc1c2ccncc2cc2c1sc1ccc(OCCN3CCOCC3)cc12,,,45.5,2336.6,,,,,,,,=,=,,,,,,VMMMZNROCZHKKD-UHFFFAOYSA-N
E-0010686,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C(C)C)c12,,,8.6,405.1,,,,,,,,<,=,,,,,,IOACCZKYFDOCAR-UHFFFAOYSA-N
E-0010690,Cc1c2ccncc2cc2c3cc(C(N)=O)ccc3n(C)c12,,1.56,73.4,1405.5,,,1.7,,,,<,=,=,,,=,,,HFWMKDVXMCOFSG-UHFFFAOYSA-N
E-0010691,CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,1.56,41.1,221.8,,,1.7,,,,<,=,=,,,=,,,QDOLUGVYDDWBSA-UHFFFAOYSA-N
E-0010712,Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,,,16.4,191.4,,,,,,,,=,=,,,,,,HMXJXCXSSYYKLH-UHFFFAOYSA-N
E-0010713,COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,144.0,40.0,1900.2,,,5.9,,,,=,=,=,,,=,,,ZDGBZGMFJLFJRC-UHFFFAOYSA-N
E-0010724,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,,,71.1,,,,,,,,,=,,,,,,XSPWAODYHQMDPQ-LBPRGKRZSA-N
E-0010727,Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,,14.5,11.7,1602.1,,,8.5,,,,=,=,=,,,=,,,XSIWDCPBVQSVCG-UHFFFAOYSA-N
E-0010730,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,,204.0,15.6,1050.6,,,8.4,,,,=,=,=,,,=,,,JXVGAOSIWCECIX-OAQYLSRUSA-N
E-0010733,Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,,107.0,33.0,3579.0,,,4.3,,,,=,=,=,,,=,,,DMZOZOVLKKRLNA-UHFFFAOYSA-N
E-0010734,CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,,223.0,21.5,1959.7,,,8.1,,,,=,=,=,,,=,,,MGJXMWVFEVABNG-UHFFFAOYSA-N
E-0010736,Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,,216.0,18.4,177.3,,,2.8,,,,=,=,=,,,=,,,XFUIRWQMJDCYFD-UHFFFAOYSA-N
E-0010737,Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,,135.0,26.6,545.1,,,1.3,,,,=,=,=,,,=,,,AOENAIMOFHGPSU-UHFFFAOYSA-N
E-0010738,Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,,207.0,13.2,260.7,,,1.8,,,,=,=,=,,,=,,,SZMVQRDLZDDLNB-AWEZNQCLSA-N
E-0010739,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,,171.0,20.6,175.5,,,12.6,,,,=,=,=,,,=,,,BQJXCSYIIMSFIY-UHFFFAOYSA-N
E-0010751,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,,193.0,,687.7,,,7.0,,,,=,,=,,,=,,,WPLVBDDGRJGELM-UHFFFAOYSA-N
E-0010754,CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,,170.0,19.5,369.4,,,8.2,,,,=,=,=,,,=,,,BIEFWUVLVISLMH-UHFFFAOYSA-N
E-0010765,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,,146.0,22.7,122.1,,,2.3,,,,=,=,=,,,=,,,MCEANWLZDWAFDG-OAQYLSRUSA-N
E-0010766,Cc1nc(C(N)=O)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,,183.0,,244.7,,,29.0,,,,=,,=,,,=,,,VDJRONVHDKXAOO-UHFFFAOYSA-N
E-0010767,Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,,168.0,11.2,448.1,,,20.9,,,,=,=,=,,,=,,,JKPKCANWNSFNHA-UHFFFAOYSA-N
E-0010768,Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,,,136.7,899.7,,,,,,,,=,=,,,,,,RVLCVDOLLAAYOW-UHFFFAOYSA-N
E-0010771,CN(C)CCNC(=O)c1ccc2c(c1)c1cc3ccncc3nc1n2C,,,,739.2,,,,,,,,,=,,,,,,ZZQYPEGHPGFVCR-UHFFFAOYSA-N
E-0010772,Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,,,27.9,1145.2,,,,,,,,=,=,,,,,,PUXULNYLULOBOK-UHFFFAOYSA-N
E-0010774,Cc1c2ccncc2cc2c3cc(N4CCN(C)CC4)ccc3n(C)c12,,,,299.1,,,,,,,,,=,,,,,,BICXNQOETIWLFD-UHFFFAOYSA-N
E-0010776,Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,,130.0,20.0,1125.8,,,22.5,,,,=,=,=,,,=,,,CHGVXGVUXOFMDW-UHFFFAOYSA-N
E-0010784,Cn1c2ccc(OCC(=N)N)cc2c2cc3cnccc3cc21,,34.3,,683.0,,,6.0,,,,=,,=,,,=,,,XSOAYGSZEOSATH-UHFFFAOYSA-N
E-0010786,Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3nc21,,163.0,,548.8,,,28.7,,,,=,,=,,,=,,,VPUOPRGEAIQYBJ-UHFFFAOYSA-N
E-0010812,Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,,152.0,12.9,439.1,,,8.4,,,,=,=,=,,,=,,,QOPPIJCRHVWHRZ-UHFFFAOYSA-N
E-0010816,CN(C)CCCNc1nccc2c1C(=O)c1c([nH]c3ccc(OCC4=NCCN4)cc13)C2=O,,,,34.0,,,,,,,,,=,,,,,,AJHKGICFABZUBG-UHFFFAOYSA-N
E-0010922,Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,,,12.6,1129.6,,,,,,,,=,=,,,,,,ZAIDHFUTPPNCNS-UHFFFAOYSA-N
E-0010975,CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,,147.0,24.7,273.9,,,13.5,,,,=,=,=,,,=,,,VQTIRDIGQRGOEK-UHFFFAOYSA-N
E-0010989,Cc1c2ccncc2cc2c3cc(OCCN(C)C)cc(F)c3n(C)c12,,,,799.6,,,,,,,,,=,,,,,,BJVMOGDVKGHUMJ-UHFFFAOYSA-N
E-0010994,Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,,78.3,15.7,1853.6,,,6.2,,,,=,=,=,,,=,,,CMMADLPKWGRBTO-UHFFFAOYSA-N
E-0011026,COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,2.8,67.4,104.8,1164.8,26.39,0.78,8.0,,,=,=,=,=,=,=,=,,,PHEHTXVSVUWWEY-UHFFFAOYSA-N
E-0011078,CN(C)CCCn1ccc2nc3ccc(OCC4=NCCN4)cc3c-2c1,,207.0,,,,,72.8,,,,=,,,,,=,,,ZPWNEYSZJKPMFD-UHFFFAOYSA-N
E-0011079,c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,,160.0,22.8,193.3,,,69.4,,,,=,=,=,,,=,,,QRJNYDZOQBQFSF-UHFFFAOYSA-N
E-0011083,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,-0.1,95.2,25.4,339.3,,,9.5,,,=,=,=,=,,,=,,,OCYPRAQBAQOJHZ-UHFFFAOYSA-N
E-0011122,NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,,40.4,13.5,136.3,,,5.4,,,,=,=,=,,,=,,,MMHKTYGAICTCOT-UHFFFAOYSA-N
E-0011133,CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,-0.6,90.8,20.6,319.3,,,29.4,,,=,=,=,=,,,=,,,POFNBRZYIWJHIF-UHFFFAOYSA-N
E-0011137,CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,-0.6,97.2,19.9,361.8,,,30.7,,,=,=,=,=,,,=,,,KVFWNYWERQMEAP-UHFFFAOYSA-N
E-0011166,Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,,158.0,33.4,664.2,,,2.9,,,,=,=,=,,,=,,,LUXZLEXWSKQCLG-UHFFFAOYSA-N
E-0011167,COC(C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,,,,,,,21.8,,,,,,,,,=,,,ACCFLVVUVBJNGT-UHFFFAOYSA-N
E-0011189,C[C@H](NC(=O)c1ccc2c(c1)c1cc(C(=O)N[C@@H](C)C(N)=O)ccc1n2C)C(N)=O,,153.0,8.6,38.0,,,52.4,,,,=,<,<,,,=,,,FCANGOOZAINWEO-QWRGUYRKSA-N
E-0011190,Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,,182.0,14.0,193.9,,,1.5,,,,=,=,=,,,=,,,ZZLAOOHYUZEHBW-CYBMUJFWSA-N
E-0011191,COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,,146.0,22.0,304.7,,,14.9,,,,=,=,=,,,=,,,JKPAGNUASKWIOR-UHFFFAOYSA-N
E-0011195,NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,,189.0,9.6,379.0,,,19.4,,,,=,=,=,,,=,,,VHTGSPCNAFPDJX-UHFFFAOYSA-N
E-0011210,Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,,165.0,17.1,236.2,,,1.5,,,,=,=,=,,,=,,,ZZLAOOHYUZEHBW-ZDUSSCGKSA-N
E-0011211,Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,,1.56,148.1,1513.3,,,,,,,<,=,=,,,,,,DHWUJOPBWIKJRH-INIZCTEOSA-N
E-0011212,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OCC(N)=O)ccc3n(C)c12,,196.0,8.6,1577.6,,,12.6,,,,=,<,=,,,=,,,ZMXTUEXXBDXBKN-CQSZACIVSA-N
E-0011213,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,218.0,8.6,361.5,,,3.5,,,,=,<,=,,,=,,,BURYTXPDCHQTOZ-JKSUJKDBSA-N
E-0011214,CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,74.3,30.8,653.2,,,13.4,,,,=,=,=,,,=,,,XUTMXCOCXRPTJC-ZDUSSCGKSA-N
E-0011215,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,,1.56,20.4,491.5,,,0.8,,,,<,=,=,,,=,,,XGHSNUFFPMUWLV-LBPRGKRZSA-N
E-0011216,NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,,42.2,44.2,1073.4,,,2.5,,,,=,=,=,,,=,,,TZPCKTAOWPVTED-UHFFFAOYSA-N
E-0011217,Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,,214.0,8.6,387.8,,,40.3,,,,=,<,=,,,=,,,JRQSRPRJVIYMSD-UHFFFAOYSA-N
E-0011219,Cc1c2ccncc2cc2c3cc(OCCC(C)(C)N)ccc3n(C)c12,,231.0,8.6,130.6,,,2.3,,,,=,<,=,,,=,,,KWBAEPCFHQXCCP-UHFFFAOYSA-N
E-0011225,Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC(N)=O)ccc3n(C)c12,,167.0,15.3,166.2,,,44.5,,,,=,=,=,,,=,,,MNIFNMKMDLBWBH-UHFFFAOYSA-N
E-0011226,CCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,228.0,8.6,279.6,,,2.5,,,,=,<,=,,,=,,,CQRXJQLRCKSGLW-AWEZNQCLSA-N
E-0011227,CN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,204.0,8.6,265.2,,,3.6,,,,=,<,=,,,=,,,PCNTZDBYKZZEBF-ZDUSSCGKSA-N
E-0011232,CCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,153.0,15.4,240.6,,,2.6,,,,=,=,=,,,=,,,GVMLBQQNZQBXQS-HNNXBMFYSA-N
E-0011233,COCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,167.0,17.1,239.0,,,1.7,,,,=,=,=,,,=,,,ODIMWTPBFJZALL-HNNXBMFYSA-N
E-0011234,Cc1c2ccncc2cc2c3cc(OC[C@H](C)NCC(F)F)ccc3n(C)c12,,65.6,54.2,1418.1,,,2.3,,,,=,=,=,,,=,,,NPSVQWUYSGXYFP-ZDUSSCGKSA-N
